	supersense_category	text
1609	noun.person	PoorJohansen
1610	noun.communication	handwriting
1611	verb.communication	giveout
1612	verb.perception	perish
1613	noun.state	thing
1614	noun.communication	abysms
1615	noun.communication	shriek
1616	noun.state	lunacy
1617	noun.cognition	contradiction
1621	verb.social	gomad
1623	verb.creation	rave
1626	verb.creation	awake
1627	noun.communication	vigintillion
1629	verb.consumption	ravening
1630	verb.contact	sweepup
1632	noun.person	Guerrera
1633	noun.person	ångstrom
1634	noun.person	Parker
1637	verb.cognition	swear
1639	verb.body	behave
1644	verb.motion	flop
1646	verb.change	hesitate
1647	verb.contact	flounder
1648	noun.person	steam
1649	verb.communication	suffer
1650	verb.motion	rushup
1651	noun.attribute	horror
1652	verb.contact	churn
1653	noun.substance	masonry
1654	verb.communication	slaver
1655	verb.communication	gibber
1656	noun.attribute	Polypheme
1657	verb.communication	curse
1659	noun.person	Odysseus
1661	verb.motion	pursue
1662	noun.act	stroke
1664	verb.communication	go
1665	verb.stative	keepon
1669	verb.cognition	know
1670	verb.competition	overtake
1672	verb.change	set
1673	verb.motion	eddy
1674	noun.substance	noisome
1675	noun.substance	brine
1677	noun.body	vessel
1678	noun.plant	froth
1679	noun.body	stern
1681	noun.artifact	galleon
1682	noun.food	squid
1683	noun.artifact	feeler
1684	noun.artifact	bowsprit
1686	verb.motion	driveon
1687	noun.event	burst
1688	noun.body	bladder
1689	noun.state	nastiness
1690	noun.animal	sunfish
1691	noun.cognition	stench
1692	noun.artifact	grave
1693	noun.person	chronicler
1694	verb.contact	befoul
1695	verb.perception	seethe
1696	noun.person	Godin
1697	noun.attribute	plasticity
1700	noun.state	impetus
1702	verb.emotion	broodover
1704	verb.social	attend
1706	noun.person	maniac
1708	noun.person	soul
1710	noun.shape	gulfs
1712	noun.act	ride
1713	noun.location	universe
1714	noun.object	comet
1715	noun.act	plunge
1716	verb.change	liven
1718	noun.person	eldgod
1719	noun.person	imp
1720	noun.location	tartarus
1726	noun.person	egeberg
1727	noun.event	death
1731	noun.state	sanity
1732	verb.contact	piecetogether
1734	verb.emotion	hold
1739	verb.cognition	shield
1740	verb.contact	sink
1743	noun.person	minister
1745	verb.motion	prance
1746	verb.motion	slay
1747	noun.animal	idol
1748	noun.location	monolith
1750	noun.object	abyss
1751	verb.change	sink
1753	noun.attribute	loathsomeness
1754	verb.change	spread
1755	verb.communication	pray
1758	noun.attribute	audacity
1759	verb.cognition	meet
1760	noun.cognition	eye
1761	noun.communication	advice
1762	noun.cognition	will
1763	verb.competition	oppose
1764	noun.object	antarctic
1765	noun.animal	fossil
1766	noun.object	hunt
1767	noun.act	bore
1768	noun.process	melt
1769	noun.object	ice-
1770	noun.cognition	doubt
1771	noun.cognition	fact
1772	verb.communication	reveal
1773	verb.cognition	suppress
1774	verb.stative	countin
1775	noun.attribute	favour
1776	noun.act	fakery
1777	noun.substance	ink
1778	noun.artifact	drawing
1779	verb.perception	jeer
1780	noun.cognition	imposture
1781	verb.communication	notwithstanding
1783	noun.person	expert
1784	verb.communication	remark
1785	verb.cognition	puzzleover
1786	noun.cognition	judgment
1787	noun.state	stand
1789	noun.state	independence
1790	verb.cognition	weigh
1791	noun.attribute	merit
1793	verb.social	deter
1794	noun.communication	programme
1795	noun.person	associate
1796	noun.group	university
1798	noun.group	field
1800	noun.cognition	object
1801	verb.social	lead
1802	noun.group	MiskatonicUniversityExpedition
1803	verb.possession	secure
1804	noun.substance	specimen
1805	noun.substance	soil
1806	noun.object	continent
1807	verb.social	aid
1808	noun.artifact	drill
1809	verb.creation	devise
1810	noun.person	Prof.FrankH.Pabodie
1811	noun.group	department
1812	noun.person	pioneer
1814	noun.artifact	appliance
1815	noun.location	point
1816	noun.location	path
1817	noun.person	Pabodie
1818	noun.act	drilling
1819	noun.attribute	lightness
1820	noun.attribute	portability
1821	verb.stative	combine
1823	noun.cognition	principle
1826	verb.social	cope
1827	noun.object	strata
1828	noun.substance	steel
1829	noun.artifact	derrick
1830	noun.attribute	paraphernalia
1831	noun.act	cording
1832	noun.substance	rubbish
1833	noun.act	removal
1834	noun.artifact	auger
1835	noun.artifact	piping
1836	noun.substance	bore
1838	noun.artifact	accessory
1839	noun.artifact	sledge
1840	noun.substance	aluminumalloy
1841	noun.artifact	object
1842	noun.attribute	altitude
1843	noun.act	fly
1844	noun.process	warm
1845	noun.cognition	device
1847	verb.motion	transport
1848	noun.object	icebarrier
1851	noun.quantity	quota
1853	verb.stative	permit
1855	noun.location	range
1856	noun.location	RossSea
1857	verb.communication	explore
1858	noun.person	Shackleton
1859	noun.person	Amundsen
1860	noun.person	Scott
1861	noun.person	Byrd
1862	noun.attribute	distance
1864	verb.cognition	unearth
1865	noun.group	strata
1866	noun.attribute	range
1867	noun.Tops	specimen
1870	noun.object	rock
1871	noun.state	realm
1874	noun.plant	vegetable
1875	noun.plant	lichen
1876	noun.animal	marinefauna
1877	noun.animal	arachnida
1878	noun.animal	penguin
1879	noun.substance	survival
1880	noun.attribute	variety
1881	noun.communication	detail
1885	verb.change	blast
1887	noun.artifact	boring
1888	verb.stative	holdout
1890	verb.change	confine
1891	noun.object	landsurface
1892	noun.location	ridge
1893	noun.attribute	thickness
1895	noun.state	glaciation
1897	verb.stative	sink
1898	noun.substance	copper
1899	noun.artifact	electrode
1900	noun.group	cluster
1902	verb.change	meltoff
1903	noun.location	area
1904	noun.artifact	dynamo
1905	noun.person	Starkweather
1906	noun.group	MooreExpedition
1907	verb.cognition	propose
1908	noun.communication	warning
1910	noun.group	MiskatonicExpedition
1911	noun.group	ArkhamAdvertiser
1912	noun.group	AssociatedPress
1913	noun.communication	article
1917	noun.person	lake
1918	noun.cognition	biologydepartment
1919	noun.person	Atwood
1920	noun.cognition	physicsdepartment
1921	noun.person	meteorologist
1923	noun.person	assistant
1924	noun.person	graduatestudent
1925	noun.location	Miskatonic
1926	noun.person	mechanic
1927	noun.quantity	twelve
1928	noun.person	pilot
1929	noun.communication	wireless
1930	noun.artifact	compass
1932	noun.location	Atwood
1933	noun.artifact	whaler
1934	noun.group	NathanielDerbyPickmanFoundation
1936	noun.act	contribution
1937	verb.social	finance
1938	noun.communication	publicity
1940	verb.possession	deliver
1941	verb.consumption	load
1943	verb.stative	pertain
1944	noun.cognition	regimen
1945	noun.act	transportation
1946	verb.social	profit
1947	noun.person	predecessor
1948	noun.attribute	fame
1950	noun.communication	newspaper
1951	noun.location	BostonHarbour
1953	noun.location	PanamaCanal
1954	verb.motion	stopat
1955	noun.location	Samoa
1956	noun.location	Hobart
1957	noun.location	Tasmania
1958	verb.social	takeon
1959	noun.group	exploreparty
1960	verb.cognition	rely
1961	noun.person	captain
1962	noun.person	J.B.Douglas
1963	verb.social	command
1964	noun.artifact	brig
1965	noun.person	commander
1966	noun.person	GeorgThorfinnssen
1968	noun.artifact	barque
1969	noun.animal	whaler
1970	noun.location	SouthLatitude
1972	noun.location	AntarcticCircle
1973	noun.communication	ceremony
1974	verb.emotion	trouble
1977	noun.location	tropic
1978	verb.motion	braceup
1979	noun.act	rigours
1980	verb.emotion	enchant
1981	noun.phenomenon	mirage
1982	noun.object	bergs
1983	noun.artifact	battlement
1984	noun.artifact	castle
1985	verb.possession	regain
1987	noun.location	EastLongitude
1988	noun.act	blink
1989	noun.feeling	thrill
1990	verb.perception	behold
1992	verb.change	openout
1995	noun.location	outpost
1997	noun.location	peak
1998	noun.location	AdmiraltyRange
1999	noun.location	Ross
2000	noun.location	CapeAdare
2003	noun.location	VictoriaLand
2004	noun.location	McMurdoSound
2005	noun.object	volcanoErebus
2007	noun.location	°9′.
2008	noun.act	lap
2011	noun.shape	peak
2012	verb.stative	loom
2014	noun.location	midnight
2015	noun.object	waterlane
2016	noun.object	bit
2018	noun.object	summit
2019	noun.communication	cadence
2020	noun.cognition	suggestion
2021	noun.communication	piping
2023	noun.person	NicholasRoerich
2024	noun.communication	description
2025	noun.location	Leng
2026	noun.person	AbdulAlhazred
2027	verb.cognition	lookinto
2028	noun.location	FranklinIsland
2029	verb.contact	descry
2030	noun.plant	cone
2031	noun.location	Mts.Erebus
2032	noun.location	terror
2033	noun.location	RossIsland
2034	noun.location	ParryMountains
2035	verb.stative	stretchoff
2036	noun.shape	barrier
2039	noun.location	Quebec
2042	noun.location	lee
2043	noun.location	smokeMt.Erebus
2044	noun.object	peak
2045	verb.stative	tower
2046	noun.location	Fujiyama
2047	noun.state	ghost
2049	noun.location	Mt.Terror
2051	noun.object	volcano
2052	noun.event	puff
2053	noun.location	Erebus
2055	noun.person	danforth
2056	noun.substance	lava
2059	noun.person	Poe
2060	noun.object	lava
2061	noun.substance	sulphurous
2062	noun.event	current
2063	noun.location	Yaanek
2064	noun.object	clime
2065	noun.object	pole
2066	verb.body	groan
2067	noun.location	MountYaanek
2069	noun.object	borealpole
2071	noun.person	reader
2073	verb.emotion	interested
2075	noun.person	ArthurGordonPym
2076	noun.group	myriad
2078	verb.motion	flap
2079	noun.animal	seal
2080	verb.motion	sprawl
2081	noun.object	cake
2082	noun.act	landing
2084	verb.contact	carry
2085	noun.possession	supply
2086	noun.artifact	breech
2087	noun.artifact	buoyarrangement
2088	noun.act	sensation
2089	verb.motion	tread
2093	noun.act	expedition
2094	verb.stative	precede
2097	noun.artifact	drillingapparatus
2099	noun.substance	provision
2102	noun.artifact	outfits
2103	verb.communication	communicate
2104	noun.person	Arkham
2108	noun.communication	press
2109	noun.location	ArkhamAdvertiser
2111	noun.location	KingsportHead
2112	noun.location	Mass.
2113	verb.stative	winter
2114	noun.location	Arkham
2115	verb.motion	send
2117	noun.process	freeze
2118	noun.group	newspaper
2120	noun.location	Mt.Erebus
2121	noun.act	boring
2125	verb.social	accomplish
2126	noun.act	test
2128	noun.object	barrier
2130	verb.contact	assemble
2131	noun.artifact	aëroplane
2132	noun.artifact	sledgedog
2133	noun.phenomenon	windstorm
2134	noun.artifact	thermometer
2135	verb.change	varied
2136	noun.quantity	°
2140	noun.time	winter
2141	verb.change	accustom
2143	verb.cognition	destine
2144	noun.artifact	storagecache
2146	noun.artifact	dynamite
2149	verb.consumption	employ
2151	noun.artifact	cache
2152	noun.location	BeardmoreGlacier
2155	verb.motion	pour
2156	verb.possession	dispense
2157	noun.artifact	basis
2158	noun.attribute	economy
2159	verb.communication	speakof
2160	noun.group	squadron
2161	noun.object	shelf
2163	noun.relation	west
2164	noun.event	silence
2165	verb.perception	echo
2166	noun.phenomenon	wind
2168	noun.artifact	radiocompass
2171	noun.location	latitude
2173	noun.object	valley
2174	noun.object	glacier
2175	noun.location	coastline
2177	noun.location	Mt.Nansen
2179	noun.act	establishment
2180	noun.object	base
2185	noun.event	blasting
2188	noun.act	aëroplane
2193	noun.person	gedney
2194	noun.person	Carroll
2195	noun.time	December
2196	noun.process	drilling
2199	noun.substance	sink
2201	verb.creation	perform
2206	noun.location	beacon
2207	noun.substance	sandstone
2208	verb.communication	confirm
2214	noun.artifact	junction
2216	noun.location	WeddellSeas
2218	verb.communication	disprove
2219	noun.cognition	hypothesis
2221	verb.change	dynamite
2222	verb.creation	chisel
2224	noun.attribute	marking
2225	noun.animal	seaweed
2226	noun.plant	trilobite
2227	noun.substance	crinoid
2228	noun.substance	mollusc
2229	noun.substance	lingulae
2232	noun.communication	mark
2234	noun.location	lake
2236	noun.substance	fragment
2237	noun.substance	slate
2238	verb.creation	bringup
2241	noun.relation	westward
2242	noun.location	queenAlexandraRange
2244	noun.person	biologist
2247	noun.phenomenon	ripple
2249	noun.Tops	formation
2250	noun.body	stratum
2251	verb.creation	produce
2253	noun.time	January
2255	noun.location	Pabodie
2256	noun.location	danforth
2259	verb.contact	forcedown
2260	verb.cognition	discern
2263	verb.possession	afford
2264	noun.cognition	example
2265	noun.state	mirage
2266	noun.location	polarregion
2267	noun.act	seavoyage
2268	noun.communication	foretaste
2269	verb.motion	float
2270	noun.object	whiteworld
2271	noun.attribute	magic
2272	verb.cognition	owe
2273	noun.cognition	tendency
2275	verb.change	merge
2276	verb.contact	mark
2278	verb.creation	establish
2279	noun.group	division
2282	noun.relation	comparison
2283	noun.substance	lime
2284	verb.stative	offset
2285	noun.food	diet
2286	verb.change	enable
2287	noun.time	midsummer
2290	noun.act	March
2292	noun.act	winter
2295	verb.competition	escape
2298	noun.substance	aëroplane
2299	noun.artifact	shelter
2300	noun.artifact	windbreak
2301	verb.change	reinforce
2302	noun.artifact	campbuilding
2303	noun.phenomenon	snow
2304	noun.communication	goodluck
2307	noun.communication	insistence
2308	noun.attribute	dare
2310	noun.artifact	slate
2311	noun.communication	contradiction
2312	noun.object	nature
2313	verb.emotion	whet
2314	noun.substance	boring
2315	noun.communication	blasting
2316	noun.group	formation
2318	noun.artifact	print
2319	noun.person	organism
2321	verb.communication	preclude
2322	noun.group	life
2323	noun.state	stage
2326	verb.cognition	judge
2327	noun.communication	bulletin
2328	noun.object	lake
2330	noun.feeling	hope
2331	verb.change	revolutionise
2334	noun.act	sledging
2337	verb.change	mar
2338	noun.state	upset
2342	noun.communication	profusion
2343	noun.communication	marking
2346	noun.body	form
2347	noun.communication	paradox
2348	noun.Tops	life
2349	noun.group	cambrian
2352	noun.act	interlude
2353	noun.cognition	programme
2354	noun.time	interlude
2356	verb.cognition	veto
2357	verb.motion	accompany
2359	noun.communication	plea
2362	verb.creation	workout
2368	noun.group	sub
2369	noun.location	unknown
2371	noun.phenomenon	wave
2372	noun.artifact	transmitter
2375	noun.location	outsideworld
2376	noun.location	length
2377	noun.quantity	metre
2379	noun.time	A.M.
2382	noun.object	bore
2383	noun.substance	beaver
2385	verb.contact	blast
2386	verb.stative	culminate
2390	noun.cognition	puzzlement
2391	noun.act	resumption
2392	noun.phenomenon	gale
2393	verb.communication	despatch
2395	noun.artifact	specimen
2396	noun.state	hazard
2397	noun.act	mutiny
2401	noun.attribute	mystery
2404	noun.location	QueenMary
2405	noun.location	KnoxLands
2407	noun.cognition	sentiment
2409	noun.location	P.M.
2410	noun.phenomenon	snowstorm
2411	verb.creation	spy
2413	verb.stative	equal
2414	noun.object	Himalayas
2415	verb.communication	allow
2418	noun.location	longitude
2420	noun.location	E.Reaches
2421	noun.cognition	suspicion
2422	noun.artifact	cone
2424	noun.location	gale
2425	verb.motion	blow
2426	verb.change	impede
2428	noun.cognition	thought
2430	noun.artifact	rampart
2431	verb.emotion	inflame
2432	noun.state	adventure
2433	verb.emotion	rejoice
2434	noun.person	discoverer
2436	noun.person	Moulton
2437	verb.motion	forcedown
2438	noun.object	foothills
2439	verb.contact	transfer
2440	noun.substance	essential
2441	noun.act	travel
2442	noun.location	mountain
2443	verb.stative	surpass
