	supersense_category	text
7267	noun.attribute	trace
7268	noun.attribute	mist
7271	noun.phenomenon	volcanism
7272	verb.creation	foster
7275	verb.contact	haulon
7277	noun.animal	cyclopean
7281	noun.act	disturbance
7282	noun.phenomenon	cloud
7288	noun.person	rankamateur
7289	noun.person	navigator
7293	noun.act	motion
7295	verb.communication	protest
7297	noun.attribute	possession
7299	verb.communication	refuse
7300	verb.perception	payattention
7304	verb.emotion	wish
7305	noun.person	ulysse
7306	noun.location	siren
7310	verb.body	release
7311	verb.motion	keyup
7312	verb.motion	wriggle
7316	verb.motion	steer
7321	verb.contact	shatter
7322	noun.state	hold
7323	verb.communication	cause
7328	verb.communication	screamout
7330	noun.communication	snatch
7332	verb.perception	buzzing
7333	verb.motion	swoop
7334	noun.communication	pledge
7336	noun.object	need
7339	noun.attribute	cost
7342	noun.person	abnormality
7346	verb.motion	splash
7347	noun.location	lair
7348	noun.act	conquest
7351	verb.communication	declare
7355	verb.stative	lieback
7356	verb.social	shun
7358	verb.creation	bear
7359	noun.communication	stress
7360	noun.attribute	mirage
7361	verb.creation	experience
7364	verb.perception	suffer
7365	noun.object	blackpit
7367	noun.substance	solid
7368	noun.cognition	dimension
7369	noun.substance	colour
7370	noun.communication	conception
7371	verb.communication	repudiate
7372	verb.possession	attribute
7375	noun.artifact	lockandkey
7376	verb.contact	disturb
7378	noun.object	swirl
7381	verb.change	refract
7386	verb.cognition	drawon
7394	noun.location	glen
7396	noun.object	brooklet
7397	verb.motion	trickle
7398	noun.phenomenon	glint
7400	noun.artifact	cottage
7405	noun.object	ledge
7406	noun.artifact	chimney
7407	noun.artifact	gambrel
7408	noun.group	folk
7409	verb.motion	goaway
7410	noun.person	foreigner
7411	noun.person	canadian
7412	noun.person	Italians
7414	verb.communication	imagine
7415	verb.communication	bring
7416	verb.stative	keep
7418	noun.person	AmmiPierce
7420	noun.person	Ammi
7422	verb.communication	dare
7425	noun.plant	heath
7426	verb.social	cease
7427	verb.stative	curve
7428	noun.communication	trace
7430	noun.object	wilderness
7432	noun.object	hollow
7433	noun.artifact	reservoir
7434	verb.contact	cutdown
7436	verb.motion	slumber
7438	verb.motion	ripple
7442	noun.location	vale
7443	verb.communication	survey
7444	noun.object	reservoir
7448	noun.act	evil
7449	noun.person	grandam
7450	noun.location	heath
7452	noun.person	Puritan
7458	noun.attribute	matting
7463	noun.artifact	brier
7464	verb.motion	reign
7465	verb.perception	rustle
7466	noun.location	undergrowth
7468	noun.feeling	oppression
7469	noun.plant	chiaroscuro
7471	noun.person	SalvatorRosa
7472	noun.artifact	woodcut
7474	verb.perception	comeupon
7476	verb.creation	coin
7479	verb.contact	eat
7480	noun.substance	acid
7481	verb.contact	encroach
7482	noun.communication	reluctance
7485	noun.substance	brick
7488	noun.attribute	hue
7489	noun.plant	woodland
7490	noun.object	climb
7491	verb.emotion	marvel
7494	verb.emotion	dread
7495	verb.motion	repass
7497	noun.feeling	timidity
7504	noun.time	eighty
7505	noun.person	speaker
7508	verb.communication	seek
7509	verb.emotion	exude
7511	verb.motion	cling
7513	noun.event	knock
7514	verb.communication	rouse
7515	verb.motion	droop
7516	verb.change	launch
7518	verb.communication	feign
7523	noun.person	rustic
7524	noun.location	farmland
7526	verb.contact	lain
7527	noun.shape	bound
7528	noun.feeling	relief
7530	noun.event	doom
7532	noun.body	opening
7533	verb.perception	scrape
7535	verb.cognition	pieceout
7537	verb.cognition	bridgeover
7539	verb.change	breakdown
7543	verb.motion	hurryback
7546	verb.motion	gointo
7547	noun.object	heath
7553	noun.location	fathom
7554	verb.communication	bribe
7557	noun.event	meteorite
7558	noun.cognition	legend
7561	verb.consumption	hold
7562	noun.artifact	altar
7564	noun.time	dusk
7565	noun.time	noontide
7566	noun.object	pillar
7569	verb.contact	fall
7570	verb.contact	bed
7571	noun.location	NahumGardnerplace
7573	noun.location	NahumGardner
7574	noun.object	gardens
7575	noun.plant	orchard
7576	noun.person	Nahum
7580	noun.location	MiskatonicUniversity
7581	verb.motion	hastenout
7582	noun.location	stellarspace
7586	noun.artifact	sweep
7587	noun.artifact	frontyard
7588	noun.person	wiseman
7593	verb.contact	gouge
7595	verb.motion	takeback
7596	noun.act	testing
7597	noun.artifact	pail
7598	verb.possession	borrow
7600	verb.stative	refuse
7602	noun.person	Mrs.Pierce
7605	noun.time	June
7607	verb.motion	troopout
7610	noun.artifact	beaker
7612	verb.communication	talkof
7613	noun.state	affinity
7614	verb.body	act
7617	noun.Tops	gas
7618	verb.change	heat
7619	noun.substance	charcoal
7620	noun.substance	borax
7622	noun.substance	oxy
7623	noun.artifact	blowpipe
7624	noun.artifact	anvil
7625	noun.attribute	luminosity
7628	noun.artifact	spectroscope
7629	noun.attribute	band
7630	noun.phenomenon	spectrum
7631	verb.emotion	puzzle
7632	noun.state	unknown
7633	verb.change	test
7634	noun.artifact	crucible
7635	noun.substance	reagent
7636	noun.substance	Hydrochloricacid
7637	noun.substance	Nitricacid
7638	noun.substance	aquaregia
7639	verb.change	hiss
7640	verb.contact	spatter
7641	noun.state	invulnerability
7644	noun.substance	solvent
7645	noun.substance	ammonia
7646	noun.substance	caustic
7647	noun.substance	soda
7648	noun.substance	alcohol
7650	noun.substance	carbondisulphide
7651	verb.change	cool
7654	verb.social	attack
7655	noun.act	immersion
7658	noun.person	Widmannstätten
7659	noun.process	cool
7661	verb.stative	carryon
7663	noun.substance	chip
7669	noun.substance	messenger
7675	verb.contact	cavein
7676	noun.person	sage
7677	verb.contact	detach
7680	verb.contact	pryaway
7681	verb.creation	uncover
7682	noun.object	globule
7683	noun.communication	band
7685	noun.communication	analogy
7686	verb.social	tap
7688	noun.state	hollowness
7690	noun.event	pop
7691	noun.substance	puncture
7692	noun.body	space
7694	verb.change	wasteaway
7696	noun.artifact	globule
7699	verb.body	baffling
7702	noun.phenomenon	magnetism
7706	verb.stative	possess
7707	verb.stative	wasteaway
7709	noun.substance	compound
7711	verb.cognition	own
7713	noun.object	piece
7714	verb.contact	dower
7716	noun.phenomenon	thunderstorm
7719	verb.communication	meet
7721	noun.attribute	property
7725	noun.person	farmer
7728	noun.artifact	furrow
7730	verb.motion	over
7731	noun.act	dig
7732	verb.contact	bear
7734	noun.state	fact
7735	noun.state	vanishment
7737	noun.substance	residue
7741	noun.attribute	realm
7744	noun.person	sponsor
7745	noun.person	reporter
7746	noun.person	NahumGardner
7747	noun.person	scribe
7749	noun.person	celebrity
7750	noun.artifact	farmstead
7753	verb.possession	exchange
7754	noun.communication	visit
7758	noun.object	meteorite
7759	noun.time	August
7761	noun.act	hay
7763	noun.location	pasture
7764	noun.location	Chapman’sBrook
7765	noun.event	wain
7766	noun.body	rut
7768	noun.substance	labour
7769	verb.emotion	tired
7770	noun.plant	harvest
7771	noun.food	pear
7772	verb.change	ripen
7775	noun.artifact	orchard
7776	verb.change	prosper
7778	noun.artifact	barrel
7779	noun.plant	crop
7780	noun.process	ripen
7782	noun.attribute	lusciousness
7783	noun.communication	jot
7784	noun.attribute	flavour
7786	noun.food	apple
7787	noun.state	sickishness
7788	noun.event	bite
7790	noun.plant	melon
7791	noun.plant	tomato
7794	verb.contact	poison
7797	noun.person	heaven
7800	noun.location	lot
7804	noun.communication	churchgoing
7805	noun.act	attendance
7806	noun.attribute	reserve
7807	noun.feeling	melancholy
7808	noun.state	cause
7810	noun.feeling	disquiet
7813	noun.object	footprint
7816	noun.animal	redsquirrel
7817	noun.animal	rabbit
7818	noun.animal	fox
7821	noun.cognition	anatomy
7823	noun.animal	squirrel
7828	noun.artifact	sleigh
7829	noun.location	Clark’scorner
7831	noun.event	leap
7834	verb.motion	runaway
7835	verb.motion	bringup
7836	noun.artifact	rein
7837	noun.person	thereafterAmmi
7840	noun.attribute	respect
7841	noun.person	gardner
7843	noun.location	February
7844	noun.person	McGregor
7845	noun.location	MeadowHill
7846	verb.contact	shoot
7847	noun.plant	woodchuck
7849	verb.contact	bag
7852	noun.animal	woodchuck
7853	verb.possession	throw
7855	noun.event	shy
7859	noun.communication	cycle
7860	verb.change	takeform
7862	noun.location	Nahum
7864	noun.person	potter
7865	noun.artifact	generalstore
7867	noun.person	StephenRice
7869	noun.animal	skunk
7870	noun.animal	cabbage
7872	noun.communication	odour
7873	noun.person	Stephen
7874	verb.change	sprout
7878	verb.communication	speakabout
7883	noun.food	cabbage
7887	verb.contact	washaway
7888	noun.body	footprint
7891	noun.act	talk
7892	noun.communication	aërolite
7894	noun.communication	gossip
7897	verb.motion	stayaway
7898	noun.quantity	phial
7903	noun.event	meteor
7904	noun.artifact	fragment
7906	noun.body	globule
7909	verb.stative	bud
7912	noun.person	Thaddeus
7913	noun.person	lad
7914	noun.person	gossip
7918	noun.act	listen
7919	noun.communication	listen
7920	verb.motion	slipaway
7929	noun.group	Gazette
7930	noun.person	dignitary
7933	verb.stative	holdup
7934	noun.communication	ridicule
7936	noun.state	mourning
7937	noun.animal	cloak
7939	noun.communication	saxifrage
7943	noun.state	disuse
7947	verb.change	blossom
7949	noun.artifact	yard
7950	noun.artifact	pasturage
7951	verb.stative	springup
7952	noun.person	botanist
7953	noun.group	flora
7954	noun.plant	leafage
7955	noun.cognition	variant
7956	noun.communication	tint
7957	noun.person	dutchman
7960	noun.person	bloodroot
7961	noun.attribute	perversion
7965	noun.animal	globule
7966	noun.object	meteor
7968	verb.contact	sow
7970	noun.possession	pasture
7971	noun.object	uplandlot
7972	noun.location	growth
7974	noun.act	shun
7975	noun.person	neighbour
7979	verb.emotion	suffer
7980	noun.attribute	most
7981	noun.time	May
7985	noun.attribute	motion
7987	verb.stative	contradict
7991	verb.emotion	own
7993	noun.person	Mrs.Gardner
7994	noun.plant	boughs
7995	noun.plant	maple
7997	noun.substance	sap
8001	noun.person	familiarity
8002	verb.change	dull
8003	noun.artifact	windmill
8004	noun.person	salesman
8005	noun.location	Bolton
8006	verb.motion	driveby
8008	noun.communication	paragraph
8011	noun.animal	buggy
8015	verb.stative	inhere
8019	verb.motion	stir
8022	noun.animal	cow
8023	verb.contact	pasture
8026	noun.food	milk
8030	noun.substance	verdure
8031	verb.change	gogrey
8037	noun.act	errand
8039	verb.motion	steal
8041	noun.time	anniversary
8043	noun.feeling	rave
8044	noun.communication	noun
8045	noun.communication	verb
8046	noun.communication	pronoun
8047	noun.event	thing
8048	verb.perception	flutter
8049	verb.perception	tingle
8050	noun.event	impulse
8052	verb.social	takeaway
8053	verb.change	fastening
8055	verb.motion	keepoff
8058	verb.social	makeface
8059	noun.artifact	attic
8060	verb.communication	cease
8066	noun.event	neigh
8067	noun.act	kick
8068	verb.emotion	calm
8070	noun.artifact	stable
8071	verb.motion	boltout
8072	noun.animal	woodlanddeer
8074	verb.change	snap
8081	verb.emotion	shy
8082	verb.motion	balk
8083	verb.body	whinny
8085	noun.artifact	wagon
8086	noun.artifact	hayloft
8089	verb.change	grey
8090	noun.plant	aster
8091	noun.plant	goldenrod
8092	verb.change	bloom
8093	noun.plant	rose
8094	noun.plant	zinneas
8095	noun.plant	hollyhock
8098	noun.person	Zenas
8100	noun.substance	hive
8106	noun.act	scream
8107	noun.state	nervoustension
8112	verb.contact	dig
8115	noun.food	meal
8116	noun.act	chore
8117	noun.feeling	resignation
8121	verb.body	shriek
8122	verb.body	wave
8123	verb.change	lapse
8124	noun.communication	titter
8127	verb.body	hurt
8129	noun.artifact	lockdoor
8130	noun.person	littleMerwin
8132	noun.person	Merwin
8134	noun.act	shutaway
8135	noun.person	playmate
8136	noun.attribute	mortality
8137	noun.animal	livestock
8139	noun.animal	poultry
8140	noun.animal	hog
8142	noun.substance	meat
8144	noun.communication	wit
8145	noun.animal	veterinary
8147	noun.person	veterinary
8149	noun.animal	swine
8150	verb.change	brittle
8152	noun.quantity	piece
8153	noun.body	muzzle
8157	verb.motion	shrivel
8159	noun.act	disintegration
8161	verb.emotion	beset
8168	verb.creation	wreak
8169	noun.act	guess
8174	noun.animal	cat
8175	noun.act	go
8176	noun.animal	mouse
8178	noun.animal	pet
8179	noun.animal	feline
8180	noun.artifact	nineteenth
8181	noun.person	OctoberNahum
8184	noun.artifact	atticroom
8187	noun.artifact	plot
8191	verb.communication	console
8193	noun.time	breath
8200	noun.act	calm
8208	noun.state	friendship
8212	noun.feeling	portent
8215	verb.motion	hastenhome
8218	verb.motion	lurch
8221	verb.communication	stammerout
8225	verb.communication	scream
8227	noun.cognition	glow
8228	noun.artifact	trace
8230	verb.motion	plod
8232	noun.artifact	bail
8233	noun.artifact	hoop
8239	verb.motion	reachhome
8243	noun.person	Thad
8249	verb.contact	lookafter
8254	noun.person	Lord
8255	noun.time	twoweek
8258	verb.cognition	overcome
8261	noun.artifact	gable
8263	noun.feeling	malevolence
8266	noun.shape	tilt
8268	verb.contact	lie
8273	verb.body	blow
8274	noun.person	presentlyNahum
8280	noun.person	Nabby
8283	noun.person	babbler
8286	verb.contact	obscure
8288	noun.attribute	stench
8289	verb.motion	proceeding
8290	verb.contact	eclipse
8292	noun.phenomenon	colour
8293	verb.emotion	numb
8300	verb.stative	share
8302	noun.person	youngThaddeus
8305	noun.communication	particular
8306	noun.communication	scene
8307	verb.change	reappear
8311	noun.act	deed
8312	noun.feeling	torment
8314	verb.change	gomad
8317	verb.social	tend
8318	verb.social	care
8321	noun.event	thud
8322	verb.communication	chokeoff
8324	verb.stative	brush
8325	verb.change	startup
8326	verb.stative	halt
8328	noun.act	drag
8330	verb.emotion	goad
8332	verb.motion	blunder
8334	noun.cognition	brain
8336	noun.attribute	steepness
8339	noun.artifact	woodwork
8340	noun.object	lath
8341	noun.event	whinny
8343	noun.event	runaway
8345	noun.location	earshot
8346	noun.person	hero
8347	verb.contact	untie
8348	noun.artifact	buggy
8349	noun.artifact	cope
8350	verb.contact	knockin
8354	noun.event	scratch
8357	verb.motion	nerve
8358	verb.contact	seek
8359	noun.time	fashion
8364	noun.state	disintegration
8365	verb.change	scaleoff
8367	noun.artifact	parody
8369	verb.creation	crackleout
8371	verb.perception	burn
8372	verb.weather	burn
8375	noun.person	Thadan'Merniean'Zenas
8376	verb.stative	suckin
8377	verb.consumption	pizene
8378	verb.emotion	ben
8379	noun.plant	seed
8381	verb.change	grow
8383	verb.perception	beat
8384	verb.communication	git
8390	verb.cognition	hev
8393	verb.cognition	suck
8396	verb.change	suck
8397	noun.attribute	life
8398	verb.motion	cavein
8400	noun.artifact	tablecloth
8406	verb.contact	dislodge
8410	verb.social	throw
8411	noun.state	fit
8412	verb.communication	reassure
8418	verb.social	indulge
8424	noun.state	ailment
8425	verb.creation	kill
8431	verb.social	compel
8432	noun.location	gardner
8433	noun.person	coroner
8434	noun.person	medicalexaminer
8436	verb.body	treat
8444	noun.state	pest
8445	noun.artifact	farmhouse
8446	noun.act	experience
8450	noun.person	examiner
8452	verb.social	busy
8453	verb.possession	obtain
8454	verb.cognition	develop
8456	noun.artifact	college
8458	noun.artifact	phial
8460	verb.communication	giveoff
8463	verb.communication	yield
8465	verb.perception	emit
8466	verb.stative	consist
8467	noun.substance	phosphate
8468	noun.substance	carbonate
8471	verb.perception	glance
8478	verb.possession	empty
8482	verb.contact	haulup
8483	verb.contact	splash
8484	noun.body	nose
8485	noun.artifact	foetor
8486	verb.perception	uncover
8490	noun.substance	vestige
8492	verb.contact	hold
8493	noun.artifact	pole
8496	verb.stative	meeting
8497	noun.state	obstruction
8501	verb.motion	confer
8502	noun.artifact	sit
8503	verb.body	play
8504	noun.object	desolation
8511	noun.group	commoncountry
8515	noun.state	illness
8518	noun.attribute	deed
8521	verb.stative	overlook
8523	verb.motion	setin
8524	noun.location	ground
8525	noun.object	moonbeam
8527	noun.plant	black
8529	noun.attribute	reflection
8530	verb.change	empty
8531	verb.contact	cluster
8537	noun.substance	aërolite
8539	noun.time	springtime
8542	verb.motion	brush
8547	verb.communication	belchforth
8548	verb.stative	credit
8549	noun.cognition	alertness
8551	verb.cognition	glean
8553	noun.process	exhalation
8556	noun.plant	sapling
8557	verb.communication	neigh
8563	noun.phenomenon	meteorstone
8565	verb.contact	suck
8568	verb.consumption	feed
8570	noun.artifact	meteorstone
8572	verb.consumption	paw
8575	noun.object	woodshed
8576	noun.object	shaft
8578	noun.object	depths
8580	verb.social	restrain
8581	noun.act	brush
8585	noun.person	human
8587	noun.act	stray
8589	verb.communication	dispute
8590	noun.communication	country
8593	verb.communication	premise
8595	noun.artifact	hedge
8596	noun.plant	mustard
8598	noun.artifact	democrat
8600	noun.feeling	calm
8603	verb.body	twitch
8605	noun.body	horror
8606	verb.motion	struggle
8607	noun.location	silhouette
8609	noun.attribute	silhouette
8611	noun.plant	treetop
8613	verb.motion	tipping
8614	noun.plant	bough
8615	noun.location	St.Elmo
8617	verb.change	comedown
8618	noun.person	apostle
8619	noun.location	Pentecost
8620	noun.cognition	constellation
8621	noun.group	swarm
8622	noun.animal	corpse
8623	noun.animal	firefly
8624	noun.artifact	saraband
8625	noun.object	marsh
8630	noun.feeling	doom
8632	verb.motion	outrace
8633	verb.weather	shineout
8635	noun.artifact	frontdoor
8637	verb.motion	tug
8642	noun.act	stamp
8645	noun.artifact	oldhouse
8646	verb.motion	ventureforth
8647	noun.event	reward
8648	noun.act	shine
8649	verb.emotion	strain
8650	noun.attribute	verticality
8651	noun.person	policeman
8652	noun.artifact	shed
8654	noun.location	hive
8657	noun.person	visitor
8658	noun.state	commotion
8659	verb.contact	clop
8661	verb.change	quench
8662	noun.communication	see
8663	noun.artifact	span
8664	noun.animal	grey
8666	verb.motion	runoff
8668	verb.change	loosen
8669	noun.body	tongue
8674	verb.change	stirup
8676	noun.food	bubble
8679	verb.contact	paw
8680	verb.contact	drown
8681	noun.event	quaver
8682	noun.act	reflection
8684	noun.person	Mernie
8687	noun.group	Nahum
8688	verb.contact	drunk
8690	noun.shape	column
8691	verb.contact	weave
8693	noun.person	spectator
8695	noun.artifact	sitroom
8697	noun.communication	word
8700	verb.stative	huddle
8704	verb.emotion	mourn
8706	verb.communication	callattention
8708	verb.contact	pervade
8710	verb.change	shimmer
8711	noun.artifact	sash
8712	noun.artifact	post
8713	verb.stative	coruscate
8714	noun.artifact	mantel
8715	verb.contact	infect
8716	verb.change	strengthen
8719	noun.artifact	backdoor
8720	noun.artifact	field
8722	noun.state	pasture
8723	verb.motion	gothe
8727	noun.attribute	contour
8731	noun.location	Gardnerplace
8733	noun.group	blend
8734	noun.plant	herbage
8737	noun.attribute	tongue
8738	noun.artifact	trickling
8740	noun.object	ridgepole
8743	noun.person	fuseli
8744	verb.social	reign
8745	noun.cognition	riot
8746	noun.attribute	amorphousness
8747	noun.phenomenon	rainbow
8749	verb.contact	lap
8751	verb.body	strain
8752	verb.change	bubble
8753	noun.attribute	chromaticism
8754	noun.animal	rocket
8757	noun.person	watcher
8760	noun.location	Cygnus
8761	noun.object	Deneb
8762	verb.change	twinkle
8763	verb.motion	melt
8764	noun.location	milkyWay
8766	noun.process	crackling
8768	noun.event	rip
8769	noun.event	crackling
8771	verb.change	burstup
8772	noun.event	cataclysm
8773	verb.change	blur
8774	verb.contact	sendforth
8776	verb.creation	bombard
8777	noun.phenomenon	cloudburst
8778	verb.emotion	disown
8780	noun.feeling	morbidity
8781	verb.contact	sweepdown
8782	noun.phenomenon	gust
8783	verb.communication	howl
8785	noun.location	Nahum’s
8786	verb.communication	hinttheory
8789	verb.communication	beg
8790	verb.stative	spare
8791	verb.emotion	crush
8792	verb.motion	set
8796	verb.motion	sinkdown
8797	noun.communication	colour
8801	noun.relation	remnant
8802	verb.motion	lurk
8804	verb.motion	gonear
8806	verb.motion	blot
8807	noun.object	well
8808	noun.location	Arkhamcountry
8815	noun.artifact	nefandouswell
8817	verb.contact	towaway
8820	noun.location	desert
8821	verb.change	sprawl
8827	noun.person	chemist
8829	verb.contact	disperse
8833	noun.phenomenon	blight
8840	noun.person	horse
8841	noun.time	motorage
8843	noun.person	hunter
8845	noun.attribute	splotch
8848	noun.act	take
8851	noun.artifact	homestead
8852	verb.cognition	wonder
8853	noun.attribute	store
8856	verb.emotion	stir
8857	noun.feeling	fancy
8860	noun.object	ravine
8861	verb.perception	shiver
8863	noun.feeling	sensation
8864	verb.cognition	derive
8874	noun.artifact	aërolite
8877	verb.cognition	depend
8880	noun.state	blight
8881	verb.change	creep
8884	noun.animal	hatchling
8885	verb.contact	tether
8886	verb.contact	claw
8888	noun.plant	oak
8890	verb.stative	obey
8892	noun.object	cosmos
8893	noun.substance	fruit
8894	noun.group	world
8895	noun.object	sun
8896	verb.weather	shine
8897	noun.artifact	telescope
8898	noun.person	observatory
8899	noun.Tops	motion
8901	noun.person	astronomer
8902	verb.cognition	deem
8903	verb.stative	measure
8907	noun.attribute	nature
8909	verb.emotion	stun
8911	noun.state	gulfs
8912	verb.contact	throw
8914	noun.person	townfolk
8915	verb.communication	forewarn
8921	verb.motion	moveaway
8922	noun.communication	nahum’s—“can’t
8925	noun.location	reservoir
8926	verb.competition	get
8927	noun.person	chiefengineer
8929	verb.emotion	troubling
8930	noun.group	federalgovernment
8931	noun.location	Massachusettsseaport
8932	noun.location	Innsmouth
8934	noun.act	burn
8935	noun.communication	dynamite
8938	noun.event	occurrence
8939	noun.event	clash
8940	noun.person	follower
8943	verb.stative	surround
8944	noun.act	disposal
8947	noun.person	captive
8948	noun.location	gaol
8949	noun.communication	statement
8950	noun.artifact	concentrationcamp
8951	noun.act	dispersal
8952	noun.artifact	prison
8955	noun.communication	complaint
8956	noun.group	organisation
8958	noun.communication	discussion
8963	noun.communication	tabloid
8966	verb.competition	discharge
8967	noun.artifact	torpedo
8969	noun.location	DevilReef
8970	verb.change	gather
8971	noun.group	haunt
8972	noun.object	reef
8973	noun.location	InnsmouthHarbour
8977	noun.attribute	secretiveness
8979	noun.object	saltmarsh
8982	verb.communication	defy
8983	noun.communication	ban
8984	noun.phenomenon	harm
8986	noun.act	shock
8987	noun.state	repulsion
8988	verb.change	accrue
8989	noun.communication	hint
8990	noun.person	raider
8993	noun.person	layman
8994	verb.creation	carryaway
8996	noun.feeling	appeal
8997	verb.creation	bringon
8998	noun.event	episode
8999	noun.feeling	crave
9000	noun.location	seaport
9002	noun.communication	tell
9003	verb.change	help
9004	verb.change	restore
9006	verb.cognition	reassure
9007	verb.motion	succumb
9008	noun.state	nightmarehallucination
9009	verb.cognition	makeup
9011	verb.social	celebrate
9012	noun.time	comeofage
9015	noun.act	sightsee
9017	noun.person	genealogical
9018	noun.location	Newburyport
9021	noun.artifact	trolley
9022	noun.artifact	coach
9025	noun.artifact	steamtrain
9027	noun.possession	ticket
9028	verb.communication	demur
9029	noun.artifact	fare
9032	noun.act	economy
9033	noun.communication	hesitation
9034	verb.stative	ai
9035	verb.motion	gothrough
9037	verb.social	run
9039	noun.person	JoeSargent
9042	noun.person	Innsmouth
9043	noun.location	Square
9044	noun.person	Hammond
9045	noun.group	DrugStore
9046	noun.time	a.m.
9048	verb.stative	looklike
9049	noun.artifact	rattletrap
9055	noun.communication	allusion
9058	verb.emotion	inspire
9059	noun.group	neighbour
9061	verb.motion	stopoff
9065	noun.location	Manuxet
9066	noun.act	war
9067	noun.artifact	railroad
9068	noun.group	B.&M.
9069	noun.artifact	branchline
9070	noun.location	rowley
9071	verb.cognition	up
9073	noun.act	fishing
9074	verb.contact	lobstere
9075	verb.possession	trade
9077	noun.location	Ipswich
9078	noun.artifact	mill
9079	noun.artifact	refinery
9080	verb.stative	runon
9082	noun.person	OldManMarsh
9083	noun.person	Croesus
9084	noun.person	queerold
9085	verb.communication	suppose
9086	verb.body	develop
9087	noun.state	skindisease
9088	noun.state	deformity
9089	noun.person	grandson
9090	noun.person	CaptainObedMarsh
9091	noun.person	ben
9093	noun.location	SouthSea
9094	noun.person	islander
9095	verb.social	raise
9096	noun.person	Cain
9100	verb.social	coverup
9102	noun.person	Marsh
9103	noun.person	grandchild
9105	noun.communication	stock
9106	verb.change	getstart
9108	verb.competition	letup
9111	noun.person	CaptainMarsh
9112	verb.competition	drive
9113	noun.communication	bargain
9116	noun.act	sacrifice
9119	noun.location	panton
9120	noun.location	Vermont
9121	noun.person	timer
9122	noun.object	black
9126	noun.group	legion
9130	verb.motion	dart
9131	noun.artifact	cave
9132	noun.act	detour
9133	verb.stative	hail
9138	noun.communication	fact
9141	noun.event	epidemic
9144	verb.contact	carryoff
9145	noun.event	riot
9148	noun.act	shape
9150	noun.state	race
9151	noun.cognition	prejudice
9157	noun.location	SouthSeas
9158	noun.location	Salem
9159	noun.group	Fiji
9161	noun.location	CapeCod
9164	noun.object	creek
9166	verb.contact	bringhome
9168	noun.time	twenty
9169	noun.time	thirty
9170	noun.attribute	streak
9172	verb.communication	make
9173	noun.person	Sargent
9176	verb.contact	shrivel
9177	verb.change	creaseup
9178	noun.person	chap
9179	noun.communication	glass
9180	noun.group	animal
9181	noun.animal	auto
9184	verb.social	try
9185	noun.object	ground
9187	verb.consumption	fish
9189	verb.motion	chase
9193	noun.location	GilmanHouse
9194	verb.stative	amount
9197	noun.group	gilman
9198	verb.perception	seem
9199	noun.feeling	shiver
9200	verb.body	undress
9201	verb.body	gotosleep
9202	verb.change	lightout
9203	verb.stative	goon
9204	noun.person	Casey
9207	noun.location	Marsh
9210	noun.object	fall
9212	verb.communication	tallyup
9213	noun.person	book
9214	noun.act	dealing
9215	verb.communication	ben
9216	noun.person	marsh
9217	verb.change	refine
9218	noun.act	buy
9219	verb.change	shipout
9220	noun.object	ingot
9221	noun.artifact	jewellery
9224	noun.person	womenfolk
9225	noun.person	CaptainObed
9226	verb.possession	order
9227	noun.quantity	stack
9228	noun.artifact	trinket
9232	noun.act	CivilWar
9234	noun.substance	rubbergewgaw
9236	noun.person	Gawd
9238	noun.person	cannibal
9239	noun.location	guinea
9241	verb.contact	takeoff
9242	noun.location	marsh
9244	noun.location	south
9246	noun.food	lobster
9247	noun.act	export
9248	verb.communication	keeptrack
9249	noun.group	stateschool
9250	noun.person	censusman
9251	noun.person	stranger
9253	noun.person	governmentman
9254	verb.motion	disappear
9255	noun.location	danver
9256	verb.social	fixup
9257	noun.feeling	scare
9258	verb.motion	ben
9259	verb.perception	sightsee
9261	noun.group	NewburyportPublicLibrary
9262	verb.communication	lookup
9264	noun.artifact	lunchroom
9265	noun.artifact	garage
9266	noun.artifact	firestation
9268	noun.person	ticket
9270	verb.possession	spare
9271	noun.feeling	reticence
9272	noun.attribute	suspiciousness
9274	noun.group	Y.M.C.A.
9279	noun.process	degeneration
9280	noun.location	EssexCounty
9281	noun.communication	history
9282	noun.act	shipbuilding
9283	noun.state	prosperity
9284	noun.artifact	factorycentre
9288	verb.perception	treat
9289	noun.state	discredit
9291	noun.state	decline
9292	noun.communication	significance
9294	noun.act	industriallife
9296	noun.group	MarshRefiningCompany
9297	noun.act	marketing
9298	noun.possession	goldingot
9302	verb.stative	pay
9303	noun.artifact	commodity
9304	noun.relation	competition
9305	noun.attribute	dearth
9309	noun.person	pole
9317	noun.artifact	displayroom
9318	noun.group	NewburyportHistoricalSociety
9320	noun.cognition	undercurrent
9322	noun.attribute	lateness
9324	noun.communication	introduction
9327	noun.person	MissAnnaTilton
9328	noun.person	gentlewoman
9330	verb.perception	glisten
9331	noun.artifact	cupboard
9332	noun.artifact	electriclight
9337	noun.shape	periphery
9338	noun.attribute	lustrousness
9340	verb.contact	chase
9342	noun.cognition	craftsmanship
9343	noun.state	fascination
9344	verb.cognition	accountfor
9345	noun.artifact	artobject
9347	noun.communication	defiance
9349	noun.state	maturity
9351	noun.cognition	source
9352	verb.stative	reside
9361	noun.attribute	malignity
9362	verb.communication	dissociate
9366	noun.animal	frog
9367	verb.change	overflow
9368	noun.communication	quintessence
9370	noun.person	MissTilton
9371	verb.possession	pawn
9372	noun.possession	sum
9373	noun.location	StateStreet
9374	noun.act	brawl
9376	noun.person	pawnbroker
